appid,name_x,release_date,price,rating,achievements,developer_id,publisher_id,gameid
269230,Aces Wild: Manic Brawling Action!,2014-01-31,9.99,74.61,0,1462,1026,
269250,WORLD END ECONOMiCA episode.01,2014-06-17,12.99,80.51,0,1463,956,
269270,LOVE,2014-02-07,2.39,87.0,19,1464,1027,
269310,Infectonator: Survivors,2016-08-08,9.99,65.31,19,1465,1028,
269330,Chronology,2014-05-12,4.99,83.03,0,1466,1029,
269350,Montas,2014-03-24,8.8,38.34,0,1467,1030,
269370,Reaper - Tale of a Pale Swordsman,2014-02-07,5.99,71.41,10,1468,1031,
269430,Burning Cars,2014-01-31,5.99,34.58,15,1469,1032,
269490,Bardbarian,2014-04-01,7.99,84.64,22,1470,1033,
269530,Voice of Pripyat,2014-11-19,6.99,44.48,40,1471,1034,
269590,Claustrophobia: The Downward Struggle,2014-09-09,3.99,41.94,0,1472,1035,
269610,Arcane Worlds,2014-01-28,9.99,58.78,0,1473,1036,
269630,A Mass of Dead,2015-07-15,4.99,49.01,22,1474,1037,
269650,Dex,2015-05-07,19.99,83.42,32,1475,1038,
269670,BADLAND: Game of the Year Edition,2015-05-26,9.99,83.22,78,1476,1039,
269690,RymdResa,2015-08-20,11.99,67.87,80,1477,1040,
269710,Tumblestone,2016-07-12,22.99,79.14,28,1478,399,
269730,The Golf Club,2014-08-19,27.99,61.77,24,1479,1041,
269770,Secrets of Grindea,2015-07-13,13.99,87.94,28,1480,1042,
269790,DreadOut,2014-05-15,14.99,74.48,42,1481,1043,
269810,Spate,2014-03-27,1.99,63.77,0,1482,1044,
269850,Get Packed: Fully Loaded,2021-07-28,16.79,71.52,45,1483,1045,
269890,AR-K,2014-07-21,7.99,54.54,12,1484,1046,
269950,X-Plane 11,2017-03-30,64.99,89.71,0,1485,1047,
269990,Infinite Space III: Sea of Stars,2015-10-29,3.99,68.6,52,336,175,
270010,Time Rifters,2014-10-21,9.99,80.77,35,1486,1048,
270030,Snow Horse,2016-08-03,5.99,71.55,0,1390,965,
270050,Quest of Dungeons,2014-03-25,4.99,74.51,25,1487,1049,
270070,The Girl and the Robot,2016-08-17,9.99,62.4,10,1488,1050,
270090,//N.P.P.D. RUSH//- The milk of Ultraviolet,2014-02-13,3.99,42.91,0,1489,1051,
270110,Block Story™,2015-12-10,2.39,77.14,35,1490,1052,
270130,The Gallery - Episode 1: Call of the Starseed,2016-04-05,12.49,77.65,18,1491,1053,
270150,RUNNING WITH RIFLES,2015-04-02,14.99,86.0,45,1492,1054,
270170,Depression Quest,2014-08-11,0.0,59.4,0,1493,1055,
270190,1HEART,2014-10-13,9.99,62.13,22,1494,1056,
270210,Melody's Escape,2016-05-20,8.99,89.38,8,1495,1057,
270230,Prominence,2015-11-06,15.99,74.02,24,1496,1058,
270270,Frozen State,2016-08-05,11.99,61.74,26,1497,1059,
270310,Dominique Pamplemousse,2014-03-11,0.99,78.43,0,1498,1060,
270330,Ku: Shroud of the Morrigan,2014-03-17,4.99,37.11,21,1499,1061,
270430,Cypress Inheritance: The Beginning,2014-03-10,52.36,32.07,0,1500,1062,
270450,Robot Roller-Derby Disco Dodgeball,2015-02-19,9.99,87.62,76,1501,1063,
270490,The Forest of Doom (Standalone),2014-10-30,4.99,75.88,31,1502,1064,
270510,EPOCH,2014-06-05,1.59,68.68,24,1503,1065,
270550,Yet Another Zombie Defense,2014-03-28,0.0,84.6,18,1239,844,
270570,Reversion - The Escape (1st Chapter),2014-06-10,0.79,75.7,16,1504,1066,
270590,Long Night,2014-07-07,3.99,48.88,0,1505,1067,
270610,Mage's Initiation: Reign of the Elements,2019-01-30,12.49,79.49,44,1506,1068,
270630,Haunt the House: Terrortown,2014-06-06,3.99,81.75,25,1507,1069,
270650,Scourge: Outbreak - Blindside PvP Map pack,2014-04-02,1.99,50.0,0,892,1070,227560
270700,Loren The Amazon Princess - The Castle Of N'Mar DLC,2014-01-15,6.99,70.84,0,1238,843,257970
270750,Realms of Arkania 2 - Star Trail Classic,2014-01-10,3.99,74.63,0,1428,639,
270760,Realms of Arkania 3 - Shadows over Riva Classic,2014-01-10,3.99,72.09,0,1428,639,
270770,Etherlords,2014-02-13,4.99,42.84,0,173,630,
270790,Etherlords II,2014-02-13,4.99,79.08,0,173,630,
270810,Jones On Fire,2015-03-27,2.99,75.37,8,1196,817,
270830,Global ATC Simulator,2014-11-10,29.99,57.33,0,1508,802,
270850,Car Mechanic Simulator 2014,2014-01-24,5.99,79.48,0,1249,1071,
270870,8BitMMO - Steam Founder's Pack Basic,2015-01-26,8.19,50.0,0,1127,757,250420
270871,8BitMMO Steam Founder's Pack Deluxe,2015-01-26,16.79,50.0,0,1127,757,250420
270880,American Truck Simulator,2016-02-02,19.99,95.19,75,154,571,
270910,Worms World Party Remastered,2015-07-16,13.99,53.0,15,244,125,
270940,Axis Game Factory's AGFPRO Zombie FPS Player DLC,2014-05-23,8.19,59.97,0,1509,997,253370
270941,Axis Game Factory's AGFPRO Fantasy Side-Scroller Player,2014-05-05,8.19,69.2,0,1509,1072,253370
270942,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,2014-11-24,8.19,50.0,0,1509,997,253370
270950,Ski Region Simulator - Gold Edition,2014-01-31,8.99,75.61,18,502,271,
271030,Sonic and All-Stars Racing Transformed: Ryo Hazuki,2014-01-14,19.99,77.4,0,318,1073,212480
271100,Master Reboot Art Book and Soundtrack,2013-12-19,5.99,59.6,0,1157,781,251850
271240,Offworld Trading Company,2016-04-28,24.99,74.23,255,1510,383,
271260,Star Control®: Origins,2018-09-20,24.99,70.09,88,643,383,
271360,Industry Giant 2,2015-08-14,9.99,80.67,9,1511,186,
271370,Transport Giant,2014-09-05,9.99,54.53,12,1511,186,
271390,OMSI 2 Add-on City Bus O305,2014-08-12,19.95,73.04,0,1176,802,252530
271400,Electronic Super Joy - Bonus Content Pack!,2013-12-18,5.99,65.0,0,1047,1074,244870
271410,Rocksmith® 2014 – Aerosmith - “Dream On”,2014-01-07,2.99,50.0,0,676,736,221680
271411,Rocksmith® 2014 – Aerosmith - “Sweet Emotion”,2014-01-07,2.99,50.0,0,676,736,221680
271412,Rocksmith® 2014 – Aerosmith - “Oh Yeah”,2014-01-07,2.99,50.0,0,676,736,221680
271413,Rocksmith® 2014 – Aerosmith - “Legendary Child”,2014-01-07,2.99,50.0,0,676,736,221680
271414,Rocksmith® 2014 – Aerosmith - “Same Old Song and Dance”,2014-01-07,2.99,50.0,0,676,736,221680
271415,Rocksmith® 2014 – Aerosmith Song Pack,2014-01-07,11.99,50.0,0,676,736,221680
271416,Rocksmith® 2014 – System of a Down - “B.Y.O.B.”,2014-01-28,2.99,64.78,0,676,736,221680
271417,Rocksmith® 2014 – System of a Down - “Toxicity”,2014-01-28,2.99,59.42,0,676,736,221680
271418,Rocksmith® 2014 – System of a Down - “Aerials”,2014-01-28,2.99,50.0,0,676,736,221680
271419,Rocksmith® 2014 – System of a Down Song Pack,2014-01-28,7.99,73.26,0,676,736,221680
271420,Rocksmith® 2014 – 9mm Parabellum Bullet - “Atarashii Hikari”,2014-01-14,2.99,50.0,0,676,736,221680
271421,Rocksmith® 2014 – 9mm Parabellum Bullet - “Punishment”,2014-01-14,2.99,50.0,0,676,736,221680
271422,Rocksmith® 2014 – Kiss - “Detroit Rock City”,2014-02-11,2.99,50.0,0,676,736,221680
271423,Rocksmith® 2014 – Kiss - “I Was Made For Loving You”,2014-02-11,2.99,59.42,0,676,736,221680
271424,Rocksmith® 2014 – Kiss - “Heaven’s On Fire”,2014-02-11,2.99,50.0,0,676,736,221680
271425,Rocksmith® 2014 – Kiss Song Pack,2014-02-11,7.99,50.0,0,676,736,221680
271426,"Rocksmith® 2014 – R.E.M. - “What’s the Frequency, Kenneth?”",2014-02-04,2.99,50.0,0,676,736,221680
271427,Rocksmith® 2014 – R.E.M. - “Überlin”,2014-02-04,2.99,50.0,0,676,736,221680
271428,Rocksmith® 2014 – R.E.M. - “Everybody Hurts”,2014-02-04,2.99,50.0,0,676,736,221680
271429,Rocksmith® 2014 – R.E.M. - “The One I Love”,2014-02-04,2.99,50.0,0,676,736,221680
271430,"Rocksmith® 2014 – R.E.M. - “Shiny, Happy People”",2014-02-04,2.99,50.0,0,676,736,221680
271431,Rocksmith® 2014 – R.E.M. Song Pack,2014-02-04,11.99,50.0,0,676,736,221680
271432,Rocksmith® 2014 – STRAIGHTENER - “From Noon Till Dawn”,2014-02-04,2.99,59.42,0,676,736,221680
271433,Rocksmith® 2014 – STRAIGHTENER - “ROCKSTEADY”,2014-02-04,2.99,59.42,0,676,736,221680
271438,Rocksmith® 2014 – RIZE - “PARADOX Taiso”,2014-02-18,2.99,50.0,0,676,736,221680
271439,Rocksmith® 2014 – ACIDMAN - “Shinsekai”,2014-02-18,2.99,50.0,0,676,736,221680
271440,Rocksmith® 2014 – The Birthday - “stupid”,2014-02-18,2.99,50.0,0,676,736,221680
271441,Rocksmith® 2014 – Boston - “Hitch A Ride”,2014-03-04,2.99,50.0,0,676,736,221680
271442,Rocksmith® 2014 – Boston - “Don’t Look Back”,2014-03-04,2.99,50.0,0,676,736,221680
271443,Rocksmith® 2014 – Boston - “Foreplay/Long Time”,2014-03-04,2.99,50.0,0,676,736,221680
271444,Rocksmith® 2014 – Boston Song Pack,2014-03-04,7.99,59.42,0,676,736,221680
271445,Rocksmith® 2014 – The Doors - “Light My Fire”,2014-02-25,2.99,59.42,0,676,736,221680
271446,Rocksmith® 2014 – The Doors - “Riders on the Storm”,2014-02-25,2.99,59.42,0,676,736,221680
271447,Rocksmith® 2014 – The Doors - “Roadhouse Blues”,2014-02-25,2.99,50.0,0,676,736,221680
271448,Rocksmith® 2014 – The Doors Song Pack,2014-02-25,7.99,50.0,0,676,736,221680
271449,Rocksmith® 2014 – Rise Against - “Prayer of the Refugee”,2014-02-18,2.99,59.42,0,676,736,221680
271450,Rocksmith® 2014 – Rise Against - “Give It All”,2014-02-18,2.99,64.08,0,676,736,221680
271451,Rocksmith® 2014 – Rise Against - “Make It Stop (September’s Children)”,2014-02-18,2.99,59.42,0,676,736,221680
271452,Rocksmith® 2014 – Rise Against - “Swing Life Away”,2014-02-18,2.99,50.0,0,676,736,221680
271453,Rocksmith® 2014 – Rise Against - “Satellite”,2014-02-18,2.99,50.0,0,676,736,221680
271454,Rocksmith® 2014 – Rise Against Song Pack,2014-02-18,11.99,40.58,0,676,736,221680
271455,Rocksmith® 2014 – Heart - “Crazy On You”,2014-03-11,2.99,50.0,0,676,736,221680
271456,Rocksmith® 2014 – Halestorm - “Love Bites (So Do I)”,2014-03-11,2.99,67.06,0,676,736,221680
271457,Rocksmith® 2014 – Flyleaf - “All Around Me”,2014-03-11,2.99,64.08,0,676,736,221680
271458,Rocksmith® 2014 – A Day To Remember - “It’s Complicated”,2014-03-18,2.99,50.0,0,676,736,221680
271459,Rocksmith® 2014 – A Day To Remember - “The Downfall of Us All”,2014-03-18,2.99,50.0,0,676,736,221680
271460,Rocksmith® 2014 – A Day To Remember - “All I Want”,2014-03-18,2.99,50.0,0,676,736,221680
271461,Rocksmith® 2014 – A Day To Remember - “If It Means a Lot to You”,2014-03-18,2.99,40.58,0,676,736,221680
271462,Rocksmith® 2014 – A Day To Remember - “All Signs Point to Lauderdale”,2014-03-18,2.99,44.31,0,676,736,221680
271463,Rocksmith® 2014 – A Day To Remember Song Pack,2014-03-18,11.99,64.08,0,676,736,221680
271464,Rocksmith® 2014 – Matchbox Twenty - “3AM”,2014-03-25,2.99,50.0,0,676,736,221680
271465,Rocksmith® 2014 – Matchbox Twenty - “Push”,2014-03-25,2.99,50.0,0,676,736,221680
271466,Rocksmith® 2014 – Matchbox Twenty - “How Far We’ve Come”,2014-03-25,2.99,50.0,0,676,736,221680
271467,Rocksmith® 2014 – Matchbox Twenty - “She’s So Mean”,2014-03-25,2.99,50.0,0,676,736,221680
271468,Rocksmith® 2014 – Matchbox Twenty - “Unwell”,2014-03-25,2.99,50.0,0,676,736,221680
271469,Rocksmith® 2014 – Matchbox Twenty Song Pack,2014-03-25,11.99,59.42,0,676,736,221680
271470,Rocksmith® 2014 – AFI - “Totalimmortal”,2014-04-01,2.99,50.0,0,676,736,221680
271471,Rocksmith® 2014 – AFI - “Girl’s Not Grey”,2014-04-01,2.99,50.0,0,676,736,221680
271472,Rocksmith® 2014 – AFI - “Miss Murder”,2014-04-01,2.99,55.69,0,676,736,221680
271473,Rocksmith® 2014 – AFI - “Silver and Cold”,2014-04-01,2.99,50.0,0,676,736,221680
271474,Rocksmith® 2014 – AFI Song Pack,2014-04-01,9.99,64.08,0,676,736,221680
271475,Rocksmith® 2014 – Bob Dylan - “Just Like a Woman”,2014-04-08,2.99,50.0,0,676,736,221680
271476,Rocksmith® 2014 – Bob Dylan - “Like a Rolling Stone”,2014-04-08,2.99,50.0,0,676,736,221680
271477,Rocksmith® 2014 – Bob Dylan - “Subterranean Homesick Blues”,2014-04-08,2.99,50.0,0,676,736,221680
271478,Rocksmith® 2014 – Bob Dylan Song Pack,2014-04-08,7.99,50.0,0,676,736,221680
271479,Rocksmith® 2014 – Rage Against the Machine - “Killing in the Name”,2014-12-09,2.99,41.67,0,676,736,221680
271480,Rocksmith® 2014 – Rage Against the Machine - “Wake Up”,2014-12-09,2.99,59.42,0,676,736,221680
271481,Rocksmith® 2014 – Rage Against the Machine - “Know Your Enemy”,2014-12-09,2.99,59.42,0,676,736,221680
271489,Rocksmith® 2014 – Garbage - “Stupid Girl”,2014-04-15,2.99,59.42,0,676,736,221680
271490,Rocksmith® 2014 – Garbage - “I Think I’m Paranoid”,2014-04-15,2.99,50.0,0,676,736,221680
271491,Rocksmith® 2014 – Garbage - “Only Happy When It Rains”,2014-04-15,2.99,59.42,0,676,736,221680
271492,Rocksmith® 2014 – Garbage Song Pack,2014-04-15,7.99,50.0,0,676,736,221680
271497,Rocksmith® 2014 – Everclear - “Father of Mine”,2014-04-22,2.99,50.0,0,676,736,221680
271498,Rocksmith® 2014 – Silverchair - “Tomorrow”,2014-04-22,2.99,35.92,0,676,736,221680
271499,Rocksmith® 2014 – Spin Doctors - “Two Princes”,2014-04-22,2.99,50.0,0,676,736,221680
271500,Sniper Art of Victory,2014-01-31,2.99,33.96,0,801,172,
271550,Tribloos 2,2014-01-30,3.99,80.72,22,1512,1075,
271570,Space Farmers,2014-04-17,8.19,73.2,23,1512,1075,
271590,Grand Theft Auto V,2015-04-13,,84.44,77,139,72,
271640,Humanity Asset,2014-02-20,1.99,41.03,38,1513,833,
271670,10 Second Ninja,2014-03-05,1.99,83.72,30,1514,1076,
271730,Light,2014-07-14,11.99,53.76,13,1515,125,
271760,Dungeon Lords Steam Edition,2015-12-21,14.99,72.03,0,1516,22,
271820,Card City Nights,2014-02-14,3.99,84.33,8,419,221,
271850,Men of War: Assault Squad 2 - Deluxe Edition upgrade,2014-05-16,6.99,59.02,0,494,27,562040
271860,Super Killer Hornet: Resurrection,2014-02-05,4.99,63.05,0,1517,1004,
271900,Hexcells Plus,2014-02-19,2.99,90.29,6,1399,974,
271920,Worlds Adrift Island Creator,2016-04-28,0.0,70.84,0,950,620,
271942,DARK SOULS™ II Crown of the Sunken King,2014-07-22,9.99,72.66,0,748,386,236430
271943,DARK SOULS™ II Crown of the Old Iron King,2014-08-25,9.99,79.66,0,748,386,236430
271944,DARK SOULS™ II Crown of the Ivory King,2014-09-29,9.99,76.85,0,748,386,236430
271960,RPG Maker VX Ace - JSM Futuristic Music Pack,2014-01-31,14.99,70.84,0,1518,584,220700
271961,RPG Maker VX Ace - Tyler Warren RPG Battlers - 1st 50,2014-01-31,7.99,64.08,0,1519,584,220700
271962,RPG Maker VX Ace - Inspirational Vol. 2,2014-01-31,22.99,70.84,0,1381,584,220700
271963,RPG Maker VX Ace - Wild West Tiles Pack,2014-09-16,9.99,67.06,0,1398,584,220700
271964,RPG Maker VX Ace - Rural Farm Tiles Resource Pack,2014-03-28,27.99,72.17,0,905,584,220700
271970,Hero and Daughter+,2016-02-18,9.99,80.87,23,1520,1077,
271990,Dreamscape,2015-02-02,9.99,69.44,0,1521,584,
272010,Aveyond 3-1: Lord of Twilight,2014-02-07,9.99,68.3,1,1522,584,
272040,KAMI,2014-01-23,3.99,89.19,0,587,343,
272060,Serena,2014-01-30,0.0,58.8,0,918,590,
272080,"Pool Nation - Cues, Balls and Decals Pack",2014-11-05,1.99,50.0,0,1211,827,254440
272083,Pool Nation - Ramp Pack,2014-11-05,0.99,50.0,0,1211,827,254440
272084,Pool Nation - Skate Pack,2014-11-05,0.99,59.42,0,1211,827,254440
272090,Pool Nation - Unlock Assets Pack,2014-11-05,1.99,40.58,0,1211,827,254440
272230,Sub Rosa,2021-03-25,19.99,75.01,0,106,203,
272270,Torment: Tides of Numenera,2017-02-27,29.99,69.44,52,242,208,
272330,Shadow Blade: Reload,2015-08-10,8.19,80.08,37,573,1078,
272470,The Incredible Adventures of Van Helsing II,2014-06-13,14.99,67.49,63,259,492,
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014-09-15,29.99,81.65,50,1523,386,
272600,Detective Grimoire,2014-08-18,5.69,89.64,9,1507,1069,
272620,Serious Sam's Bogus Detour,2017-06-20,14.99,75.69,37,1002,203,
272680,Beat Hazard - Shadow Operations Unit,2014-04-17,4.49,69.5,0,457,234,49600
272690,Blast Em! Source Code,2014-01-22,,40.58,0,1524,1076,257630
272700,Assassin’s Creed® Liberation HD - Bonus Pack,2014-01-15,1.99,61.6,0,1274,9,260210
272710,The LEGO® Movie - Videogame DLC - Wild West Pack,2014-02-27,2.99,61.38,0,1426,87,267530
272890,Vertiginous Golf,2015-05-06,9.99,60.82,45,1525,1079,
272920,Rail Adventures,2019-06-21,4.99,40.58,0,512,277,
272990,GAUGE,2014-05-23,2.99,78.09,23,1526,532,
273030,Pro Rugby Manager 2015,2014-09-18,9.99,26.03,19,1527,530,
273070,The Last Federation,2014-04-18,19.99,69.14,79,383,198,
273110,Counter-Strike Nexon: Studio,2014-10-07,0.0,69.32,65,1528,1080,
273150,Castlevania: Lords of Shadow 2 - Armored Dracula Costume,2014-03-25,0.99,71.0,0,954,110,239250
273151,Castlevania: Lords of Shadow 2 - Dark Dracula Costume,2014-03-25,0.99,69.36,0,954,110,239250
273152,Castlevania: Lords of Shadow 2 - Relic Rune Pack,2014-03-25,0.99,70.75,0,954,110,239250
273153,Castlevania: Lords of Shadow 2 - Revelations DLC,2014-03-25,5.99,73.13,0,954,110,239250
273300,Outlast: Whistleblower DLC,2014-05-06,7.39,92.52,0,995,650,238320
273370,Ethan: Meteor Hunter Deluxe Content,2014-02-07,5.99,50.0,0,1414,989,266330
273380,Total War: ROME II - Hannibal at the Gates Campaign Pack,2014-03-27,16.99,69.7,0,57,40,214950
273381,Total War: ROME II - Pirates and Raiders Culture Pack,2014-05-29,8.99,56.32,0,57,40,214950
273500,Over 9000 Zombies!,2015-02-25,1.99,82.84,43,1529,1081,
273540,Victory: The Age of Racing - Deluxe Edition Content,2014-02-10,5.99,40.58,0,1358,946,264120
273570,Descent,2014-02-11,9.99,88.9,0,1530,187,
273580,Descent 2,2014-02-19,9.99,83.89,0,1530,187,
273590,Descent 3,2014-04-15,9.99,63.76,0,1531,187,
273600,Descent: FreeSpace – The Great War,2014-05-07,9.99,72.39,0,1532,187,
273620,Freespace 2,2014-06-06,9.99,70.87,0,1533,1082,
273670,Puddle Soundtrack,2014-02-06,2.99,59.42,0,836,532,222140
273680,Poof Soundtrack,2014-05-21,2.19,59.42,0,671,532,243280
273700,Wooden Sen'SeY Soundtrack,2014-02-21,2.99,50.0,0,1534,876,259830
273730,Driving School Simulator,2014-09-25,14.99,28.18,8,1535,639,
273740,Extreme Roads USA,2014-06-06,7.39,20.54,45,981,639,
273750,Formula Truck 2013,2015-02-02,9.99,68.72,0,1536,1083,
273760,Towtruck Simulator 2015,2014-03-11,9.99,22.49,0,981,639,
273770,Game Tycoon 1.5,2014-02-11,0.79,18.21,0,1537,1084,
273790,Agricultural Simulator 2012: Deluxe Edition,2015-04-17,7.99,43.47,0,981,639,
273800,Forestry 2017 - The Simulation,2016-03-25,14.99,27.95,27,1538,639,
273820,Mining and Tunneling Simulator,2014-03-05,9.99,29.85,0,1539,1085,
273830,Aviator - Bush Pilot,2014-11-04,9.99,25.49,37,1540,639,
273840,Stock Car Extreme,2015-02-11,14.99,77.93,0,1536,1083,
273850,Ski-World Simulator,2014-11-18,9.99,28.52,0,981,639,
273860,Snowcat Simulator,2014-11-26,7.99,35.27,0,981,639,
273890,Arctic Trucker Simulator,2016-10-07,9.99,35.48,45,981,639,
273940,Warehouse and Logistics Simulator,2014-02-25,9.99,42.42,0,1541,639,
273960,Mechs and Mercs: Black Talons,2015-01-09,9.99,43.9,29,1542,1086,
274010,Ship Simulator: Maritime Search and Rescue,2014-07-01,9.99,50.45,50,1543,1087,
274050,Democracy 3: Social Engineering,2014-02-06,3.99,59.66,0,398,207,245470
274120,Call of Duty®: Black Ops II - Dead Man's Hand Personalization Pack,2014-04-03,1.99,68.75,0,116,20,202990
274121,Call of Duty®: Black Ops II - Beast Personalization Pack,2014-04-03,1.99,68.8,0,116,20,202990
274122,Call of Duty®: Black Ops II - Octane Personalization Pack,2014-04-03,1.99,63.45,0,116,20,202990
274123,Call of Duty®: Black Ops II - Weaponized 115 Personalization Pack,2014-04-03,1.99,86.94,0,116,20,202990
274130,Rambo The Video Game + Baker Team DLC,2014-02-21,,54.92,34,1544,954,
274170,Hotline Miami 2: Wrong Number,2015-03-10,14.99,91.63,29,812,203,
274190,Broforce,2015-10-15,13.99,95.16,17,1545,203,
274230,RONIN,2015-06-30,12.99,70.33,8,1546,203,
274250,OlliOlli,2014-07-22,10.99,76.87,12,1547,203,
274270,NOT A HERO,2016-07-08,19.99,82.78,17,1547,203,
274290,Gods Will Be Watching,2014-07-24,8.99,69.71,35,1548,203,
274310,Always Sometimes Monsters,2014-05-21,9.99,75.95,10,1549,1088,
274350,Dropsy,2015-09-10,9.99,89.23,30,1550,203,
274480,Drox Operative,2014-02-18,19.99,81.35,63,252,128,
274500,Brigador: Up-Armored Edition,2016-06-02,15.99,91.87,65,1551,1089,
274520,Darkwood,2017-08-17,13.99,92.05,15,1552,1090,
274560,Revolution Ace,2014-03-19,4.99,69.09,19,1553,1091,
274580,Canyon Capers,,,50.0,0,1554,1092,
274700,868-HACK,2015-01-26,5.65,80.84,1,577,333,
274880,Jet Car Stunts,2014-05-01,2.99,71.7,12,1555,466,
274900,Murder Miners,2014-07-25,2.39,83.85,19,1556,1093,
274940,Depth,2014-11-03,16.99,87.73,40,1557,1094,
274960,Tech Executive Tycoon,2018-12-21,16.79,29.87,0,1558,1095,
274980,Influent,2014-03-20,0.0,72.0,12,1559,1096,
275050,99 Levels to Hell Soundtrack,2014-02-19,0.99,32.94,0,1364,952,264280
275060,Alone in the Dark: Illumination™,2015-06-11,19.99,27.48,20,1560,22,
275080,Post Master,2014-03-07,4.99,50.0,0,1561,913,
275100,Shelter 2,2015-03-09,14.99,83.48,26,809,510,
275125,TS Marketplace: Connex South Central Class 319 Livery Add-On,2015-04-09,3.99,59.42,0,253,129,24010
275127,Class 47 Isambard Kingdom Brunel Livery Add-On,2015-02-24,5.99,59.42,0,253,535,24010
275134,TS Marketplace: Class 465 Southeastern Livery Pack Add-On,2016-10-26,3.99,62.51,0,253,535,24010
275138,BNSF Wagon Pack Add-On,2015-08-03,3.99,59.42,0,1562,535,24010
275139,Great Northern Wagon Pack Add-On,2015-08-03,3.99,40.58,0,1562,535,24010
275144,"Class 421 London South East ""Jaffa Cake""",2009-01-01,3.99,59.6,0,1223,535,24010
275163,BR Provincial Sector Class 143 Add-on Livery,2014-04-15,3.99,55.69,0,253,535,24010
275170,US Diesel Locomotives - Set 2,2014-06-09,13.49,50.0,0,1137,765,251020
275171,"Modelset 1 - Railstation, Houses, Barn",2014-06-09,13.49,50.0,0,1563,765,251020
275180,Costume Quest 2,2014-10-07,14.99,81.97,18,45,1097,
275200,Westerado: Double Barreled,2015-04-16,14.99,87.24,79,1564,558,
275240,Loren the Amazon Princess - Bonus Content,2014-02-07,0.99,40.58,0,1238,843,257970
275290,Graviteam Tactics: Operation Star,2014-02-11,27.99,76.99,31,1565,1098,
275310,Victorian Admirals,2014-02-11,19.99,28.74,0,433,6,
275330,Anmynor Puzzles,2014-03-20,9.99,42.61,0,1566,6,
275350,Sentinel 3: Homeworld,2014-02-03,6.99,74.95,47,1567,6,
275390,Guacamelee! Super Turbo Championship Edition,2014-08-21,12.49,89.5,30,681,411,
275470,Chip,2014-04-25,3.99,70.18,22,1568,1045,
275490,Canyon Capers,2014-04-25,5.99,54.47,30,1569,1051,
275510,Z Steel Soldiers,2014-08-01,10.99,51.9,18,1570,31,
275530,Z,2014-07-04,6.99,74.84,25,1570,31,
275560,Age of Wonders III - Deluxe Edition DLC,2014-03-31,6.99,76.08,0,135,122,226840
275570,Summoner,2014-03-12,4.99,77.37,0,105,22,
275590,PAYDAY 2: Gage Weapon Pack #02,2014-01-30,0.99,65.51,0,806,530,218620
275670,Space Run,2014-06-13,4.99,82.66,30,1571,38,
275690,Handsome Jack Doppelganger Pack,2014-11-11,9.99,83.75,0,1290,34,261640
275700,Arma 3 Zeus,2014-04-10,,83.03,0,29,19,107410
275800,Network South East Class 319 Add-on Livery,2015-08-20,3.99,44.31,0,253,535,24010
275804,BR Blue Class 08 Add-on Livery,2014-04-15,3.99,64.08,0,253,535,24010
275805,0-4-0 Saddletank Pack 1 Add-on Loco,2014-04-15,4.99,64.08,0,253,535,24010
275806,0-4-0 Saddletank Pack 2 Add-on Loco,2014-04-15,4.99,50.0,0,253,535,24010
275807,BR Green Class 08 Add-on Livery,2014-04-15,3.99,40.58,0,253,535,24010
275809,BR General Class 08 Add-on Livery,2014-04-15,3.99,50.0,0,253,535,24010
275810,7 Wonders of the Ancient World,2014-02-18,5.99,74.51,0,181,83,
275830,7 Wonders: Magical Mystery Tour,2014-02-18,5.99,83.27,0,181,83,
275850,No Man's Sky,2016-08-12,54.99,72.55,27,913,585,
276190,Red Faction Armageddon Soundtrack,2014-02-07,4.99,63.21,0,105,61,55110
276220,My Best Friends - Cats and Dogs,2014-03-27,14.99,56.94,0,1572,1099,
276240,My Vet Practice - In the Country,2014-03-27,14.99,59.8,0,1573,1099,
276300,My Riding Stables: Your Horse world,2014-03-28,14.99,55.52,0,1574,1099,
276340,My Riding Stables: Life with Horses,2014-03-27,14.99,77.62,0,1572,1099,
276360,Riding Star - Horse Championship!,2014-03-27,9.99,64.12,0,1572,1099,
276380,My Pet Hotel,2014-03-27,14.99,36.11,0,1573,1099,
276430,My Pet Hotel 2,2014-03-27,14.99,52.78,0,1573,1099,
276440,Kingdom Tales,2014-02-13,3.99,60.34,0,496,269,
276460,Tales From The Dragon Mountain 2: The Lair,2014-03-13,6.99,42.82,0,496,726,
276730,Tango Fiesta – 80’s Action Film meets 2D Top Down Multiplayer Co-Op Roguelike Military Shooter,2015-09-24,9.99,54.69,21,1575,1100,
276750,Fritz Chess 14,2014-09-22,36.99,64.83,0,1576,104,
276810,Mordheim: City of the Damned,2015-11-19,19.99,70.77,109,1577,498,
276870,Dwelvers,2014-09-11,14.99,52.58,14,1578,1101,
276890,FATE: Undiscovered Realms,2014-04-17,6.59,76.17,10,1068,711,
277110,Return to Mysterious Island,2014-03-06,7.99,74.41,0,36,56,
277270,Return to Mysterious Island 2,2014-03-06,7.99,61.58,0,36,56,
277390,VIDEOBALL,2016-07-12,7.99,78.91,19,1579,691,
277430,Halo: Spartan Assault,2014-04-04,2.99,77.34,25,455,345,
277450,Imperial Glory,2014-04-11,4.99,73.38,0,74,51,
277460,Praetorians,2014-04-11,4.99,76.17,0,74,51,
